"Response_ID";"Timestamp";"Age";"Gender";"Occupation_Status";"Country_Region";"Monthly_Income_Range";"Shop_Most_Where";"Online_Shopping_Frequency";"Preferred_Platform";"Primary_Device";"Top_Spending_Category";"Review_Influence_Score";"Social_Ads_Influence_Score";"Price_Comparison_Frequency";"Discount_Importance_Score";"Follows_Brands_On_Social";"Likely_To_Buy_After_Ad_Score";"Makes_Shopping_List";"Impulse_Purchase_Frequency";"Return_Frequency";"Avg_Monthly_Spend_NonEssentials";"Preferred_Payment_Method";"Uses_BNPL_Installments";"Online_Shopping_Satisfaction_Score";"Trust_In_Online_Reviews_Score";"Regret_After_Purchase_Frequency";"Reason_Prefer_Online";"Reason_Prefer_InStore";"Best_Shopping_Mode"
463;"03/07/2026 14:47:42";16;"Male";"Student";"Slovakia";"Under $1,000";"Online only";"Occasionally";"Global marketplace (Amazon etc.)";"Smartphone";"miscellaneous";3;1;"3";4;"No";3;"Often";"5";"Never";"Unknown";"Digital wallet";"No, never";9;8;3;"More variety";"Not applicable";"Online"
464;"17/08/2026 20:46:35";45;"Female";"Employed full-time";"India";"$3,000-6,000";"Online only";"Occasionally";"Global marketplace (Amazon etc.)";"Tablet";"Books";4;2;"2";5;"No";3;"Always";"";"Sometimes";"$300-500";"Debit Card";"Yes, regularly";9;3;2;"Convenience";"No delivery wait";"Online"
465;"15/07/2026 05:18:44";20;"Female";"Student";"Vietnam";"Under $1,000";"Equal mix";"Rarely";"Local e-commerce";"Unknown";"Groceries";5;4;"3";4;"Yes";4;"Sometimes";"2";"Sometimes";"Under $50";"Digital wallet";"Yes, occasionally";8;5;4;"Convenience";"Not applicable";"Offline"
466;"10/07/2026 14:41:51";16;"Female";"Student";"Egypt";"$1,000-3,000";"In-store only";"Rarely";"Local e-commerce";"Smartphone";"miscellaneous";4;5;"4";5;"No";4;"Always";"4";"Sometimes";"$50-150";"Credit Card";"Yes, occasionally";8;7;1;"More variety";"Trust";"Offline"
470;"25/06/2026 14:43:21";23;"Female";"Employed part-time";"Pakistan";"Under $1,000";"Equal mix";"Occasionally";"Physical stores";"Smartphone";"Clothing";3;1;"4";4;"No";3;"Sometimes";"3";"Sometimes";"$50-150";"Debit Card";"Yes, occasionally";8;6;2;"Not applicable";"Try product before buying";"Online"
473;"20/06/2026 21:45:33";28;"Female";"Employed part-time";"Mexico";"$1,000-3,000";"Equal mix";"Occasionally";"Physical stores";"Smartphone";"Clothing";3;4;"5";3;"No";3;"Always";"2";"Often";"$150-300";"Digital wallet";"Yes, regularly";6;9;2;"More variety";"Trust";"Online"
475;"01/08/2026 16:19:25";21;"Female";"Student";"India";"$6,000+";"Online only";"Often";"Physical stores";"Smartphone";"Groceries";2;1;"5";4;"No";1;"Always";"2";"Never";"$500+";"Digital wallet";"No, never";7;7;4;"Better prices";"Trust";"Online"
477;"20/06/2026 02:10:10";34;"Male";"Employed part-time";"South Africa";"Unknown";"Equal mix";"Occasionally";"Global marketplace (Amazon etc.)";"Smartphone";"Clothing";3;1;"3";5;"Yes";2;"Sometimes";"3";"Sometimes";"Under $50";"Digital wallet";"No, never";3;8;2;"More variety";"Trust";"Online"
478;"16/08/2026 15:53:11";18;"Male";"Student";"Turkiye";"Unknown";"Online only";"Unknown";"Unknown";"Laptop";"Electronics";2;1;"4";4;"No";1;"Often";"1";"Sometimes";"$50-150";"Debit Card";"No, never";6;5;3;"More variety";"Try product before buying";"Online"
479;"12/08/2026 01:56:49";22;"Male";"Student";"Brazil";"Under $1,000";"Online only";"Often";"Physical stores";"Smartphone";"Electronics";4;3;"5";2;"No";3;"Never";"5";"Sometimes";"Under $50";"Digital wallet";"Unknown";7;6;4;"Convenience";"Try product before buying";"Online"
480;"11/08/2026 09:06:21";18;"Prefer not to say";"Student";"Mexico";"Under $1,000";"Equal mix";"Occasionally";"Brand websites";"Laptop";"Groceries";4;3;"4";5;"Yes";3;"Never";"2";"Unknown";"$300-500";"Digital wallet";"Yes, occasionally";5;6;3;"Better prices";"Try product before buying";"Equal / both"
482;"28/06/2026 18:35:48";22;"Prefer not to say";"Student";"Turkiye";"Under $1,000";"Equal mix";"Often";"Brand websites";"Laptop";"miscellaneous";2;3;"3";5;"No";4;"Never";"3";"Sometimes";"$50-150";"Credit Card";"Yes, regularly";8;4;2;"More variety";"Unknown";"Equal / both"
483;"13/07/2026 02:31:37";26;"Male";"Employed part-time";"Vietnam";"$6,000+";"In-store only";"Occasionally";"Local e-commerce";"Smartphone";"Clothing";2;3;"5";5;"No";2;"Sometimes";"3";"Never";"$300-500";"Digital wallet";"No, never";9;9;2;"Convenience";"Try product before buying";"Offline"
485;"20/07/2026 09:36:39";31;"Male";"Self-employed";"Indonesia";"Under $1,000";"Online only";"Unknown";"Physical stores";"Laptop";"Groceries";3;2;"5";5;"No";2;"Often";"4";"Never";"Under $50";"Cash";"No, never";8;7;1;"More variety";"No delivery wait";"Online"
486;"25/06/2026 08:28:36";32;"Prefer not to say";"Employed full-time";"Poland";"$6,000+";"Equal mix";"Occasionally";"Brand websites";"Smartphone";"Books";1;2;"4";2;"No";2;"Sometimes";"2";"Often";"$300-500";"Digital wallet";"No, never";9;6;2;"Better prices";"Try product before buying";"Unknown"
487;"08/08/2026 18:58:45";31;"Male";"Employed part-time";"Philippines";"$3,000-6,000";"Equal mix";"Occasionally";"Global marketplace (Amazon etc.)";"Smartphone";"Clothing";2;1;"4";2;"Yes";4;"Sometimes";"2";"Never";"$150-300";"Digital wallet";"Yes, occasionally";7;4;2;"More variety";"Try product before buying";"Offline"
488;"06/08/2026 00:39:06";26;"Male";"Employed part-time";"Mexico";"Under $1,000";"Equal mix";"Often";"Unknown";"Laptop";"Clothing";2;1;"";5;"No";2;"Unknown";"2";"Sometimes";"$50-150";"Digital wallet";"Yes, occasionally";6;6;1;"Better prices";"Trust";"Offline"
490;"23/06/2026 00:12:45";20;"Male";"Self-employed";"Indonesia";"Under $1,000";"Equal mix";"Rarely";"Physical stores";"Laptop";"miscellaneous";2;2;"4";4;"No";3;"Often";"2";"Sometimes";"Under $50";"Debit Card";"No, never";7;7;1;"More variety";"Try product before buying";"Equal / both"
491;"12/08/2026 23:34:43";20;"Female";"Student";"South Africa";"Under $1,000";"Online only";"Occasionally";"Global marketplace (Amazon etc.)";"Laptop";"Groceries";4;2;"5";2;"No";2;"Sometimes";"3";"Never";"$50-150";"Credit Card";"No, never";3;7;2;"Convenience";"No delivery wait";"Online"
492;"15/07/2026 10:32:25";21;"Female";"Employed full-time";"Indonesia";"$3,000-6,000";"In-store only";"Always";"Brand websites";"Smartphone";"miscellaneous";5;3;"5";4;"No";2;"Often";"2";"Never";"$150-300";"Credit Card";"Yes, occasionally";7;5;2;"Not applicable";"Not applicable";"Offline"
493;"06/08/2026 10:41:46";21;"Female";"Employed full-time";"Kenya";"$1,000-3,000";"Equal mix";"Occasionally";"Physical stores";"Laptop";"Clothing";3;3;"3";4;"No";4;"Sometimes";"4";"Sometimes";"$50-150";"Credit Card";"Yes, occasionally";6;4;2;"Not applicable";"Trust";"Online"
494;"02/07/2026 15:14:40";32;"Female";"Unemployed";"Nigeria";"Under $1,000";"In-store only";"Often";"Local e-commerce";"Laptop";"Electronics";3;2;"5";3;"Yes";3;"Always";"1";"Sometimes";"Under $50";"Digital wallet";"Yes, occasionally";6;5;1;"Not applicable";"No delivery wait";"Offline"
495;"14/08/2026 08:24:32";18;"Male";"Employed part-time";"Mexico";"Under $1,000";"Equal mix";"Occasionally";"Global marketplace (Amazon etc.)";"Smartphone";"Clothing";4;2;"5";5;"No";2;"Unknown";"";"Often";"Under $50";"Debit Card";"Yes, occasionally";6;7;2;"Convenience";"No delivery wait";"Equal / both"
498;"23/06/2026 05:27:31";26;"Male";"Student";"Brazil";"Unknown";"Equal mix";"Often";"Brand websites";"Laptop";"Groceries";4;3;"5";3;"No";5;"Never";"3";"Never";"$150-300";"Digital wallet";"No, never";8;5;1;"Better prices";"Trust";"Offline"
499;"17/07/2026 08:05:20";37;"Female";"Employed full-time";"United Kingdom";"$6,000+";"In-store only";"Occasionally";"Global marketplace (Amazon etc.)";"Laptop";"miscellaneous";4;4;"2";5;"No";4;"Sometimes";"3";"Never";"$50-150";"Digital wallet";"No, never";8;10;2;"More variety";"Trust";"Offline"
